 0.09; 0.13; 0.25
 0.05; 0.20; 0.19
 0.04; 0.08; 0.26
 0.05; 0.13; 0.10
 0.10; 0.12; 0.09
 0.04; 0.05; 0.06
 0.02; 0.04; 0.11
 0.02; 0.04; 0.04
 0.02; 0.05; 0.03
 0.03; 0.04; 0.05
 0.09; 0.14; 0.20
 0.06; 0.11; 0.12
 0.02; 0.04; 0.03
 0.08; 0.12; 0.14
 0.02; 0.04; 0.03
 0.03; 0.04; 0.08
 0.02; 0.04; 0.04
 0.03; 0.04; 0.04
 0.06; 0.11; 0.21
 0.05; 0.14; 0.12
 0.05; 0.07; 0.06
 0.02; 0.04; 0.05
 0.04; 0.07; 0.12
 0.04; 0.05; 0.10
 0.04; 0.10; 0.11
 0.03; 0.05; 0.07
 0.03; 0.04; 0.08
 0.02; 0.04; 0.08
 0.02; 0.04; 0.03
 0.02; 0.03; 0.02
 0.04; 0.07; 0.15
 0.04; 0.05; 0.10
 0.05; 0.11; 0.12
 0.03; 0.05; 0.03
 0.12; 0.30; 0.32
 0.04; 0.04; 0.10
 0.02; 0.04; 0.03
 0.14; 0.28; 0.28
 0.04; 0.05; 0.06
 0.07; 0.16; 0.20
 0.03; 0.04; 0.06
 0.05; 0.20; 0.21
 0.04; 0.13; 0.12
 0.02; 0.04; 0.06
 0.03; 0.07; 0.12
 0.03; 0.04; 0.04
 0.04; 0.05; 0.09
 0.03; 0.04; 0.07
 0.05; 0.09; 0.16
 0.04; 0.05; 0.11
 0.04; 0.06; 0.06
 0.03; 0.05; 0.04
 0.03; 0.06; 0.27
 0.05; 0.06; 0.06
 0.02; 0.05; 0.04
 0.04; 0.06; 0.09
 0.03; 0.04; 0.12
 0.03; 0.05; 0.05
 0.02; 0.06; 0.05
 0.07; 0.11; 0.16
 0.03; 0.07; 0.12
 0.02; 0.04; 0.04
 0.03; 0.05; 0.03
 0.02; 0.05; 0.07
 0.05; 0.08; 0.18
 0.02; 0.03; 0.03
 0.02; 0.04; 0.03
 0.03; 0.04; 0.08
 0.03; 0.05; 0.14
 0.02; 0.04; 0.04
 0.02; 0.12; 0.07
 0.06; 0.10; 0.10
 0.03; 0.04; 0.07
 0.02; 0.04; 0.08
 0.02; 0.05; 0.07
 0.02; 0.04; 0.02
