 0.06; 0.12; 0.12
 0.04; 0.13; 0.12
 0.06; 0.12; 0.12
 0.05; 0.12; 0.12
 0.05; 0.12; 0.11
 0.05; 0.10; 0.11
 0.05; 0.14; 0.14
 0.05; 0.10; 0.10
 0.04; 0.11; 0.11
 0.05; 0.09; 0.09
 0.03; 0.04; 0.05
 0.06; 0.15; 0.17
 0.05; 0.12; 0.11
 0.02; 0.03; 0.07
 0.02; 0.03; 0.02
 0.04; 0.10; 0.09
 0.04; 0.10; 0.10
 0.03; 0.05; 0.04
 0.05; 0.14; 0.14
 0.04; 0.11; 0.11
 0.07; 0.17; 0.14
 0.06; 0.13; 0.12
 0.03; 0.04; 0.08
 0.06; 0.13; 0.13
 0.03; 0.05; 0.04
 0.05; 0.12; 0.11
 0.04; 0.03; 0.05
 0.05; 0.12; 0.13
 0.03; 0.05; 0.04
 0.05; 0.12; 0.12
 0.07; 0.17; 0.17
 0.03; 0.05; 0.06
 0.05; 0.12; 0.12
 0.03; 0.05; 0.05
 0.04; 0.12; 0.10
 0.06; 0.13; 0.17
 0.04; 0.08; 0.09
 0.02; 0.04; 0.03
 0.05; 0.11; 0.11
 0.06; 0.13; 0.14
 0.06; 0.13; 0.12
 0.05; 0.12; 0.11
 0.05; 0.11; 0.11
 0.02; 0.03; 0.02
 0.06; 0.14; 0.14
 0.03; 0.06; 0.06
 0.04; 0.09; 0.07
 0.06; 0.14; 0.13
 0.03; 0.08; 0.10
 0.08; 0.20; 0.19
 0.06; 0.15; 0.12
 0.05; 0.12; 0.12
 0.03; 0.05; 0.08
 0.03; 0.06; 0.04
 0.04; 0.11; 0.12
 0.05; 0.12; 0.13
 0.04; 0.12; 0.11
 0.06; 0.15; 0.15
 0.03; 0.06; 0.07
 0.05; 0.12; 0.12
 0.02; 0.03; 0.03
 0.03; 0.05; 0.07
 0.03; 0.04; 0.04
 0.04; 0.10; 0.10
 0.04; 0.07; 0.07
 0.06; 0.13; 0.13
 0.02; 0.04; 0.03
 0.03; 0.03; 0.04
 0.05; 0.14; 0.15
 0.03; 0.04; 0.05
 0.04; 0.10; 0.10
 0.05; 0.14; 0.14
 0.04; 0.06; 0.06
 0.04; 0.11; 0.12
 0.06; 0.14; 0.13
 0.06; 0.12; 0.11
 0.02; 0.03; 0.04
 0.02; 0.04; 0.06
 0.04; 0.09; 0.10
 0.03; 0.06; 0.05
 0.06; 0.14; 0.13
 0.02; 0.04; 0.04
 0.03; 0.04; 0.07
 0.02; 0.04; 0.03
 0.04; 0.09; 0.09
 0.05; 0.11; 0.11
 0.06; 0.13; 0.12
 0.02; 0.04; 0.06
 0.03; 0.07; 0.07
 0.04; 0.12; 0.10
 0.04; 0.09; 0.08
 0.03; 0.04; 0.03
 0.03; 0.04; 0.07
 0.07; 0.12; 0.11
 0.05; 0.12; 0.11
 0.05; 0.12; 0.12
 0.04; 0.10; 0.11
 0.05; 0.13; 0.13
 0.03; 0.06; 0.06
 0.06; 0.13; 0.13
 1.03; 3.30; 5.42
 0.13; 0.07; 0.38
 0.21; 0.28; 2.36
 0.13; 0.11; 0.98
 0.30; 0.98; 0.81
 0.34; 0.46; 1.98
 0.41; 1.03; 0.67
 0.29; 0.72; 0.40
 0.22; 0.39; 9.57
 0.18; 0.31; 0.44
 0.50; 0.94; 3.56
 0.23; 1.55; 0.47
 0.16; 0.23; 0.73
 0.18; 0.17; 0.35
 0.54; 1.57; 3.67
 1.01; 2.01; 3.65
 0.60; 1.95; 2.11
 0.17; 0.30; 4.01
 0.32; 0.26; 0.38
 0.18; 0.20; 0.14
 0.43; 0.63; 2.70
 0.19; 0.34; 1.41
 0.14; 0.10; 0.14
 0.19; 0.51; 0.94
 0.43; 0.76; 1.93
 0.16; 0.32; 1.32
 4.44; 20.30; 20.58
 1.47; 2.83; 6.40
 0.44; 1.18; 2.26
 0.69; 3.10; 2.62
 0.38; 1.59; 0.71
 0.94; 2.10; 10.91
 0.25; 0.39; 2.00
 2.77; 14.57; 12.85
 0.19; 0.34; 1.21
 0.24; 0.21; 0.83
 0.59; 0.79; 3.56
 1.05; 1.99; 11.66
 0.77; 1.33; 4.55
 0.19; 0.25; 0.68
 0.24; 0.25; 0.42
 0.40; 0.81; 0.60
 0.29; 0.61; 0.99
 0.65; 2.16; 4.58
 0.20; 0.33; 2.15
 0.28; 0.85; 0.89
 0.15; 0.12; 0.71
 0.29; 0.49; 1.50
 0.31; 0.58; 0.83
 0.43; 0.85; 0.95
 0.64; 1.40; 1.91
 0.13; 0.10; 0.17
 0.17; 0.14; 0.25
 0.74; 2.19; 5.40
 0.12; 0.21; 0.22
 0.80; 1.58; 2.73
 0.19; 0.28; 1.76
 0.20; 0.30; 0.34
 0.21; 0.55; 1.20
 0.15; 0.14; 0.25
 0.21; 0.29; 1.06
 3.97; 18.06; 16.99
 0.22; 0.29; 0.22
 0.50; 1.66; 1.98
 0.14; 0.21; 0.84
 0.33; 0.45; 1.75
 0.58; 1.05; 6.44
 0.26; 0.37; 9.64
 0.18; 0.35; 0.79
 1.21; 3.12; 5.19
 2.53; 5.64; 9.75
 1.02; 1.98; 5.14
 0.12; 0.08; 0.10
 0.12; 0.12; 0.26
 0.23; 0.47; 0.94
 0.17; 0.21; 1.99
 0.12; 0.09; 1.86
 0.15; 0.51; 0.67
 0.27; 0.35; 0.40
 0.25; 0.35; 0.49
 0.23; 0.55; 1.88
 0.28; 1.18; 1.27
 3.54; 15.12; 14.58
 0.66; 1.70; 3.69
 0.12; 0.15; 0.13
 0.45; 0.98; 4.11
 0.39; 0.69; 2.80
 0.48; 0.83; 1.34
 0.16; 0.65; 0.54
 0.23; 0.70; 3.28
 0.17; 0.23; 3.34
 0.13; 0.09; 0.73
 0.35; 0.52; 1.09
 1.29; 11.15; 11.27
 0.46; 1.14; 1.48
 0.56; 0.94; 2.46
 1.12; 2.71; 2.68
 0.18; 0.18; 0.36
 0.31; 0.73; 2.07
 0.45; 0.90; 1.63
 0.87; 8.00; 8.06
 1.98; 2.74; 27.98
 1.13; 1.28; 1.85
 1.38; 2.52; 15.93
 0.58; 0.98; 3.00
 1.44; 1.11; 8.29
 5.37; 13.78; 4.54
 1.53; 8.52; 13.49
 5.08; 9.01; 14.04
 0.54; 0.42; 0.58
 0.44; 0.20; 0.42
 1.75; 1.30; 14.74
 1.05; 1.71; 4.43
 0.93; 1.22; 0.94
 0.73; 1.06; 46.97
 0.57; 0.83; 0.47
 0.41; 1.07; 10.21
 0.45; 0.98; 2.44
 0.56; 1.90; 9.85
 1.43; 1.40; 23.74
 0.57; 1.00; 26.13
 0.65; 1.12; 2.69
 12.33; 34.61; 303.97
 0.46; 0.45; 1.98
 0.57; 1.08; 14.17
 1.29; 7.56; 42.40
 1.36; 0.93; 2.69
 0.87; 2.09; 16.50
 0.58; 0.69; 1.92
 0.74; 6.01; 3.99
 0.96; 1.12; 1.11
 0.36; 0.14; 4.82
 1.87; 7.01; 13.70
 0.74; 0.20; 1.18
 1.63; 2.14; 1.47
 0.39; 0.20; 0.43
 1.17; 2.37; 3.03
 0.46; 0.79; 14.79
 2.42; 3.08; 2.93
 0.29; 0.13; 0.39
 0.39; 0.23; 0.40
 0.74; 2.52; 0.90
 0.71; 1.56; 3.77
 0.77; 0.18; 0.20
 0.41; 0.27; 0.32
 0.97; 3.35; 36.98
 0.60; 0.68; 4.67
 1.88; 3.00; 12.30
 0.68; 1.40; 14.68
 0.39; 0.33; 2.38
 0.44; 0.51; 1.36
 1.60; 1.75; 13.34
 0.49; 0.32; 1.89
 1.07; 1.05; 3.61
 1.84; 3.75; 0.90
 18.58; 483.92; 90.39
 0.90; 0.59; 4.78
 0.37; 0.50; 13.09
 1.67; 2.81; 3.88
 1.67; 4.95; 3.86
 0.48; 1.28; 2.83
 4.72; 6.05; 154.05
 1.03; 1.16; 4.08
 0.57; 0.70; 0.21
 67.83; 115.58; 205.00
 0.87; 1.02; 6.82
 0.57; 0.36; 1.69
 1.16; 1.13; 1.21
 4.32; 7.97; 27.80
 30.98; 146.68; 246.02
 1.86; 2.20; 88.82
 0.38; 0.20; 7.90
 13.30; 47.01; 105.97
 0.45; 0.42; 13.11
 1.83; 1.33; 6.72
 1.39; 2.25; 1.86
 2.09; 1.05; 15.78
 5.91; 8.37; 29.76
 4.16; 7.90; 14.92
 0.89; 0.95; 1.05
 6.76; 25.97; 216.66
 4.12; 10.98; 93.89
 3.71; 5.76; 40.13
 0.58; 0.27; 0.64
 3.61; 5.11; 40.44
 0.51; 0.73; 45.06
 6.47; 16.48; 596.95
 0.57; 1.42; 6.72
 0.39; 0.21; 2.15
 2.65; 5.25; 26.32
 0.41; 0.31; 1.62
 3.20; 4.24; 14.37
 0.71; 1.26; 274.59
 1.15; 2.84; 4.75
 0.80; 1.38; 21.20
 0.62; 0.82; 23.75
 0.69; 1.87; 3.29
 1.89; 2.96; 41.36
 0.33; 0.39; 1.10
 1.58; 1.89; 7.45
 1.65; 2.77; 11.13
 22.36; 12.08; 137.14
 2.66; 2.06; 0.80
 1.53; 2.55; 3.29
 2.51; 3.17; 4.07
 1.05; 1.59; 5.43
 5.65; 9.78; 13.28
 1.03; 0.37; 1.52
 1.00; 0.47; 11.27
 1.90; 0.52; 0.96
 0.95; 0.48; 10.30
 4.66; 12.96; 10.99
 4.82; 4.11; 288.00
 8.29; 12.67; 46.65
 0.97; 0.66; 2.05
 1.59; 7.91; 14.33
 1.24; 2.23; 76.77
 1.82; 8.69; 97.08
 4.75; 9.01; 235.24
 1.65; 4.42; 74.98
 0.78; 0.34; 1804.49
 0.91; 0.23; 5.21
 0.79; 0.24; 2.05
 1.39; 1.83; 2.31
 2.32; 3.72; 9.28
 1.13; 1.79; 25.02
 0.80; 0.34; 1.64
 1.29; 3.94; 31.55
 2.16; 16.00; 93.12
 0.86; 2.12; 152.80
 2.63; 10.63; 12.75
 4.12; 3.05; 9.65
 2.43; 1.26; 2.08
 0.95; 2.58; 3.42
 15.27; 80.50; 86.85
 0.90; 0.34; 8.41
 1.42; 1.83; 39.81
 4.51; 1.70; 152.47
 1.03; 0.63; 2.47
 1.16; 2.27; 2.78
 2.03; 3.26; 8.58
 0.74; 0.27; 6.24
 11.70; 6.67; 325.63
 8.65; 34.06; 28.14
 1.26; 2.38; 2.67
 2.41; 3.99; 8.82
 9.72; 11.52; 59.47
 4.37; 8.57; 24.41
 1.01; 0.40; 15.66
 0.95; 0.52; 0.38
 1.34; 7.17; 57.96
 2.73; 5.23; 159.48
 0.92; 0.26; 0.26
 0.91; 0.36; 0.90
 1.12; 1.14; 1.48
 2.40; 1.88; 12.89
 0.99; 0.65; 2.11
 1.85; 5.18; 2.28
 1.41; 1.61; 55.40
 1.62; 2.21; 8.59
 1.39; 2.66; 21.96
 2.65; 0.82; 8.01
 2.48; 7.86; 8.97
 1.00; 0.95; 2.24
 0.95; 0.83; 133.71
 2.97; 5.32; 2.93
 13.05; 9.45; 48.19
 0.90; 0.72; 30.13
 3.10; 2.13; 5.65
 1.08; 1.07; 1711.63
 0.91; 0.52; 7.17
 0.98; 0.35; 6.88
 2.40; 4.23; 5.44
 3.98; 11.48; 249.73
 1.23; 1.61; 11.94
 1.40; 3.79; 24.22
 0.90; 0.47; 2.22
 2.00; 3.41; 3.85
 1.93; 3.01; 4.11
 1.35; 1.55; 101.65
 3.15; 3.38; 64.48
 0.88; 4.28; 0.89
 3.57; 20.70; 35.26
 4.17; 2.55; 675.44
 1.23; 2.21; 56.24
 2.92; 3.55; 64.58
 3.92; 4.30; 3.08
 1.35; 2.40; 6.66
 1.38; 3.09; 12.77
 0.94; 0.41; 0.39
 1.03; 1.54; 10.18
 1.16; 2.11; 35.15
 0.82; 0.29; 62.19
 3.77; 8.46; 49.86
 0.87; 0.56; 5.18
 3.22; 1.70; 14.00
 4.07; 3.02; 62.44
 7.07; 3.30; 2293.87
 0.93; 3.06; 14.21
