 0.05; 0.07; 0.12
 0.03; 0.04; 0.05
 0.02; 0.04; 0.05
 0.02; 0.04; 0.05
 0.02; 0.04; 0.04
 0.03; 0.05; 0.11
 0.02; 0.04; 0.04
 0.02; 0.04; 0.03
 0.02; 0.04; 0.05
 0.02; 0.04; 0.04
 0.02; 0.05; 0.04
 0.02; 0.05; 0.03
 0.02; 0.04; 0.05
 0.03; 0.05; 0.06
 0.02; 0.06; 0.03
 0.07; 0.38; 0.26
 0.02; 0.04; 0.10
 0.02; 0.04; 0.03
 0.02; 0.05; 0.05
 0.03; 0.04; 0.05
 0.03; 0.04; 0.04
 0.03; 0.07; 0.08
 0.02; 0.05; 0.03
 0.02; 0.04; 0.03
 0.03; 0.04; 0.08
 0.02; 0.05; 0.05
 0.02; 0.05; 0.05
 0.02; 0.04; 0.03
 0.02; 0.07; 0.09
 0.02; 0.05; 0.04
 0.02; 0.04; 0.04
 0.02; 0.04; 0.04
 0.02; 0.04; 0.04
 0.03; 0.05; 0.05
 0.02; 0.04; 0.03
 0.03; 0.10; 0.04
 0.02; 0.04; 0.03
 0.02; 0.05; 0.03
 0.03; 0.05; 0.10
 0.02; 0.04; 0.04
 0.03; 0.04; 0.06
 0.02; 0.04; 0.06
 0.03; 0.04; 0.06
 0.03; 0.06; 0.07
 0.03; 0.06; 0.07
 0.02; 0.04; 0.03
 0.02; 0.04; 0.04
 0.02; 0.05; 0.04
 0.02; 0.04; 0.05
 0.02; 0.04; 0.07
 0.02; 0.04; 0.03
 0.02; 0.05; 0.03
 0.02; 0.04; 0.05
 0.02; 0.04; 0.05
 0.02; 0.04; 0.03
 0.03; 0.04; 0.07
 0.03; 0.04; 0.03
 0.02; 0.07; 0.04
 0.02; 0.04; 0.04
 0.02; 0.05; 0.04
 0.02; 0.04; 0.04
 0.03; 0.04; 0.09
 0.03; 0.04; 0.07
 0.02; 0.05; 0.04
 0.02; 0.04; 0.03
 0.02; 0.04; 0.05
 0.02; 0.05; 0.03
 0.03; 0.06; 0.05
 0.03; 0.06; 0.05
 0.03; 0.04; 0.06
 0.02; 0.04; 0.06
 0.02; 0.04; 0.07
 0.02; 0.05; 0.05
 0.02; 0.04; 0.03
 0.02; 0.05; 0.05
 0.03; 0.05; 0.06
 0.03; 0.07; 0.05
 0.02; 0.06; 0.05
 0.02; 0.06; 0.05
 0.02; 0.04; 0.03
 0.02; 0.04; 0.15
 0.02; 0.04; 0.04
 0.02; 0.04; 0.04
 0.02; 0.04; 0.03
 0.03; 0.04; 0.05
 0.02; 0.04; 0.05
 0.02; 0.04; 0.03
 0.03; 0.04; 0.05
 0.03; 0.07; 0.06
 0.02; 0.05; 0.03
 0.02; 0.04; 0.03
 0.02; 0.05; 0.06
 0.02; 0.04; 0.03
 0.02; 0.04; 0.03
 0.02; 0.05; 0.04
 0.02; 0.04; 0.05
 0.03; 0.04; 0.06
 0.02; 0.04; 0.04
 0.02; 0.05; 0.03
 0.02; 0.04; 0.04
 0.10; 0.15; 0.55
 0.08; 0.10; 0.69
 0.10; 0.12; 0.17
 0.07; 0.10; 0.15
 0.08; 0.11; 0.10
 0.13; 0.11; 0.30
 0.12; 0.12; 0.21
 0.08; 0.11; 0.09
 0.09; 0.10; 0.08
 0.10; 0.14; 0.08
 0.07; 0.10; 0.07
 0.08; 0.11; 0.40
 0.07; 0.11; 0.08
 0.08; 0.10; 0.34
 0.10; 0.10; 0.24
 0.08; 0.14; 0.39
 0.08; 0.09; 0.08
 0.07; 0.09; 0.33
 0.08; 0.10; 0.07
 0.09; 0.09; 0.29
 0.11; 0.10; 0.18
 0.10; 0.09; 0.26
 0.09; 0.10; 0.14
 0.07; 0.09; 0.21
 0.07; 0.10; 0.09
 0.10; 0.10; 0.43
 0.07; 0.10; 0.22
 0.09; 0.10; 0.28
 0.07; 0.10; 0.15
 0.08; 0.11; 0.10
 0.08; 0.09; 0.10
 0.09; 0.10; 0.17
 0.08; 0.10; 0.09
 0.08; 0.11; 0.10
 0.07; 0.10; 0.10
 0.09; 0.12; 0.12
 0.08; 0.10; 0.09
 0.12; 0.12; 0.07
 0.09; 0.10; 0.22
 0.09; 0.14; 0.49
 0.10; 0.15; 0.26
 0.10; 0.10; 0.12
 0.09; 0.12; 0.21
 0.07; 0.11; 0.12
 0.08; 0.10; 0.06
 0.08; 0.10; 0.28
 0.27; 0.18; 0.62
 0.08; 0.16; 1.09
 0.10; 0.09; 0.17
 0.09; 0.10; 0.14
 0.09; 0.09; 0.31
 0.09; 0.09; 0.44
 0.15; 0.12; 0.12
 0.08; 0.10; 0.21
 0.13; 0.10; 0.19
 0.10; 0.11; 0.34
 0.11; 0.10; 0.07
 0.09; 0.10; 0.18
 0.10; 0.10; 0.12
 0.11; 0.12; 0.30
 0.13; 0.12; 0.08
 0.08; 0.12; 0.07
 0.09; 0.09; 0.10
 0.08; 0.10; 0.07
 0.08; 0.10; 0.10
 0.08; 0.11; 0.49
 0.07; 0.10; 0.11
 0.08; 0.16; 0.10
 0.09; 0.10; 0.13
 0.07; 0.12; 0.08
 0.07; 0.12; 0.06
 0.10; 0.11; 0.16
 0.08; 0.10; 0.17
 0.09; 0.10; 0.17
 0.08; 0.10; 0.14
 0.11; 0.09; 0.58
 0.08; 0.10; 0.20
 0.09; 0.10; 0.21
 0.07; 0.11; 0.09
 0.08; 0.10; 0.15
 0.08; 0.10; 0.14
 0.07; 0.10; 0.06
 0.07; 0.14; 0.11
 0.08; 0.10; 0.50
 0.07; 0.10; 0.07
 0.07; 0.10; 0.05
 0.08; 0.09; 0.13
 0.09; 0.10; 0.49
 0.09; 0.10; 0.21
 0.08; 0.10; 0.09
 0.08; 0.15; 0.08
 0.09; 0.10; 0.14
 0.07; 0.10; 0.08
 0.08; 0.10; 0.21
 0.09; 0.13; 0.21
 0.08; 0.09; 0.55
 0.11; 0.31; 0.44
 0.09; 0.12; 0.23
 0.09; 0.10; 0.59
